pathway	N_GC	N_ChG	RA_GC	RA_ChG	P_wilcoxon	FDR_wilcoxon	Beta	SE	P_maaslin	FDR_maaslin	FC	FC_lower	FC_upper	Beta_ancombc	SE_ancombc	P_ancombc	FDR_ancombc	FC_ancombc	FC_lower_ancombc	FC_upper_ancombc	passed_ss_groupGC	N_GC_V	N_ChG_V	RA_GC_V	RA_ChG_V	P_wilcoxon_V	Beta_V	SE_V	P_maaslin_V	FC_V	FC_lower_V	FC_upper_V	Concordance
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	46	46	491.991826086957	434.274695652174	5.78048994952416e-05	0.000407787290984614	0.200883137761157	0.0462886509439881	3.72252695799075e-05	0.000277757780711618	1.14940173958336	1.11310870130411	1.18687811658416	0.17619364882965	0.0807510425117408	0.0317192368429221	0.0825977442621059	1.19266899524474	1.1001456788106	1.29297361214558	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	46	46	491.991826086957	434.274695652174	5.78048994952416e-05	0.000407787290984614	0.200883137761157	0.0462886509439881	3.72252695799075e-05	0.000277757780711618	1.14940173958336	1.11310870130411	1.18687811658416	0.17619364882965	0.0807510425117408	0.0317192368429221	0.0825977442621059	1.19266899524474	1.1001456788106	1.29297361214558	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6270: isoprene biosynthesis I	46	46	301.180108695652	384.704260869565	7.28029907895907e-05	0.000504420721899307	-0.172646606099922	0.0376867577787644	1.48153331900406e-05	0.000140203640920384	0.887213605045342	0.864337485567262	0.910695178817739	-0.19733688170102	0.0726893237633858	0.00794913198426894	0.0278373354747435	0.820914035808181	0.7633594898848	0.88280798642927	TRUE	21	36	208.404666666667	165.857	0.00517752094126021	0.302153561131305	0.10023921333272	0.00389075228047431	1.23298355782295	1.15022360302902	1.32169818968964	FALSE
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	46	46	527.312891304348	510.845630434783	7.77224079532307e-05	0.000519263024160781	0.105725709413493	0.0242334261141139	3.41353239506052e-05	0.000275927201934059	1.07603552542915	1.05811195604562	1.09426270572796	0.0810360298479222	0.0742339204346191	0.277909167619134	0.435482689591985	1.0844099669891	1.00682529630298	1.16797321325093	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6527: stachyose degradation	46	46	301.861317391304	270.551934782609	7.77224079532307e-05	0.000519263024160781	0.181042418517425	0.0437203350756791	7.78507715047258e-05	0.000495181956456289	1.13370274572914	1.09986166737701	1.16858506282794	0.156353093470609	0.0864689069726316	0.0739153401874859	0.162029107303641	1.16923898086074	1.07238397751817	1.27484168266687	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
GLUDEG-I-PWY: GABA shunt	41	46	2.32670970731707	3.73204108695652	8.01966544685498e-05	0.000519263024160781	-1.39961563078238	0.388733523593359	0.000519517195124994	0.00223969635231664	0.379030111061529	0.289503128862497	0.496242737188344	-0.570550573194452	0.157943073554179	0.000512595706330531	0.0032078570009072	0.565214161250581	0.482635462288798	0.661922036485244	TRUE	9	6	1.735152	0.4375235	0.0132374083177424	2.14858891078326	0.816011886497328	0.0109649302600353	4.43393896418272	2.518521460379	7.80609379248223	FALSE
PWY-5989: stearate biosynthesis II (bacteria and plants)	46	46	247.973217391304	333.878760869565	8.0298405798059e-05	0.000519263024160781	-0.209703089744584	0.0451870325563041	1.17465802535256e-05	0.000129750303764913	0.864715173546814	0.838050959386303	0.892227761316156	-0.234393549952827	0.0685400564018587	0.000943684761794355	0.00523070982251728	0.791050436765909	0.738648136284868	0.84717034101634	TRUE	21	36	349.147095238095	420.965555555556	0.0137045651105315	-0.127417187214825	0.0653059558878585	0.0561488288248859	0.915468920030155	0.874952654465926	0.957861364570346	TRUE
PWY-2942: L-lysine biosynthesis III	46	46	323.656565217391	427.219108695652	8.8519234003292e-05	0.000553959077310924	-0.224806114967695	0.055052322982087	9.59704811091882e-05	0.000591056296355	0.855710017563662	0.823671834730648	0.888994382572587	-0.2494964951782	0.0908148048013593	0.00725794989302188	0.0269444981379593	0.779193011757134	0.711548783160109	0.853267919136526	TRUE	21	36	490.890190476191	421.924638888889	0.0130846006286455	0.234113966916084	0.0857934618478599	0.00851835755544586	1.17618416028462	1.10827853255638	1.24825045172844	FALSE
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	45	46	59.8429033333333	117.624154347826	8.8519234003292e-05	0.000553959077310924	-0.924744608182058	0.295393228965545	0.00235301380887422	0.00787042549864826	0.52677376138479	0.429241705893221	0.646466994874232	-0.718476298570831	0.164819527484348	3.49421915006736e-05	0.000423674071945667	0.487494486393214	0.413418109664469	0.574843889777015	TRUE	21	36	124.9315	102.218255555556	0.0509286412377567	0.256138465864138	0.152901396782951	0.0995747142472722	1.19427780504176	1.07418097057986	1.3278018459454	FALSE
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	46	46	598.754760869565	598.121043478261	9.14318414626884e-05	0.000563104039484494	0.0759311226646919	0.0174530401431693	3.57424655849121e-05	0.000277757780711618	1.05404109992144	1.04136663020223	1.06686983056856	0.0512413777389736	0.0699237234246514	0.465573670064153	0.624833129552797	1.05257693126218	0.981491087608179	1.12881126503677	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-622: starch biosynthesis	43	45	51.1097090697674	29.2190126666667	0.000112617935029176	0.000682746231114378	0.272159894615064	0.486330808517248	0.577129547835664	0.686890382086619	1.2076144245824	0.862041414223916	1.69171988073497	0.72771060799398	0.165531768087141	3.13455954369163e-05	0.000398565862016857	2.07033536864782	1.75449109394499	2.44303807153353	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5103: L-isoleucine biosynthesis III	46	46	537.228586956522	531.904347826087	0.000138542474984527	0.00081446182263631	0.0828319021021641	0.0223044741541119	0.000353836575184862	0.00173783026799654	1.05909492537162	1.04284694056231	1.07559606047567	0.0581421762458442	0.0745157323728263	0.437280970891273	0.601648995410688	1.05986567272113	0.983759761921219	1.14185931128029	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	46	46	306.4155	402.050456521739	0.000138542474984527	0.00081446182263631	-0.194958266059687	0.0473429202173328	8.46491216402387e-05	0.000529739664458268	0.873598166791958	0.845395778704478	0.90274138604263	-0.219648577610745	0.0708704986022409	0.00258890136002309	0.0118547214131646	0.802800870596298	0.747875262548263	0.861760336388426	TRUE	21	36	515.262761904762	545.572416666667	0.778532504703567	-0.0191075181498956	0.0300407875803863	0.527380267585851	0.986842997780261	0.966506737289609	1.00760715336444	TRUE
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	46	46	407.245043478261	392.504217391304	0.000142984926897734	0.000815855171122364	0.106810252138655	0.0305316411328786	0.000729743804045905	0.0030445225373098	1.0768447368184	1.05429500743207	1.09987676982166	0.0821206219656932	0.0796468576722086	0.305275936518954	0.468170210946064	1.08558674753983	1.00247682657297	1.17558686165631	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7185: UTP and CTP dephosphorylation I	46	46	43.5761304347826	92.0252819565218	0.000142984926897734	0.000815855171122364	-0.547266009549887	0.134452951698333	0.000100668814916687	0.000600915387502687	0.684315718201081	0.623422028680438	0.751157290941836	-0.571963608740835	0.140671048448803	0.000102267243995426	0.00110221362972848	0.564416057556656	0.49035058839788	0.649668815670529	TRUE	10	19	6.401879	8.84888689473684	0.880951732957325	-0.410711944779584	1.21162519179974	0.735918592163658	0.752252058855192	0.324808853699971	1.74220361793028	TRUE
PWY-6936: seleno-amino acid biosynthesis (plants)	46	46	609.151239130435	604.857	0.000157130802966282	0.000883576109433588	0.0822620533088371	0.0197557360767752	7.15473056259671e-05	0.000462672576381254	1.05867667704392	1.0442783550738	1.07327352048539	0.0575723164960442	0.0736169922393018	0.436236689487101	0.601648995410688	1.05926186999183	0.984083354417908	1.14018360759926	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	45	46	61.8910804444445	116.991465217391	0.000178048179754668	0.000986895624925874	-0.872949619825952	0.291073915012513	0.0035016573088809	0.0112284548417007	0.546029340362565	0.446266205688777	0.668094596310759	-0.665350213813694	0.155323549127323	4.63601886259642e-05	0.000529051564319827	0.514093453547282	0.440135007925101	0.600479566999466	TRUE	21	36	135.742576190476	115.736644444444	0.0687992010929425	0.206681145995329	0.139124267114279	0.143098260382153	1.15403033390681	1.04794055307388	1.27086026747471	FALSE
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	46	46	150.262576086957	208.291456521739	0.000189463217605301	0.00102099622820634	-0.254945506627008	0.060861043992142	6.52581808573753e-05	0.000429155494451892	0.838018787655331	0.803401716781614	0.874127443088608	-0.279636591553634	0.0902558820477057	0.00259703948484276	0.0118547214131646	0.756058449563596	0.690808606805612	0.827471420484719	TRUE	21	36	285.769523809524	319.181638888889	0.267695699803577	-0.0482722325237549	0.0409438645702357	0.243479105493416	0.967093824492461	0.940033387096327	0.99493324195688	TRUE
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	46	46	294.702217391304	360.034	0.000189463217605301	0.00102099622820634	-0.121757338604373	0.0287557132180997	5.52153859867879e-05	0.00036937189246334	0.919067457682547	0.900930016520945	0.937570040160187	-0.146447492817137	0.0652640222762938	0.027290057881931	0.0750960458027605	0.863771085330403	0.809198105337386	0.922024511589511	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
P164-PWY: purine nucleobases degradation I (anaerobic)	46	46	82.943962173913	123.411334782609	0.000214386953096195	0.00110909517068431	-0.412457932905383	0.111695020434018	0.000380138780466499	0.0017987054490366	0.751342213963675	0.695367259683006	0.811822982205375	-0.437156249581793	0.125181577283568	0.000744730919292438	0.00431277009978307	0.645870506529557	0.569875235690758	0.732000067872947	TRUE	21	36	71.894180952381	72.3174330555556	0.920933160122388	0.0651559499085084	0.189937133796859	0.732876436773312	1.04619802375247	0.917143137379845	1.1934127403826	FALSE
P42-PWY: incomplete reductive TCA cycle	46	46	57.4964456521739	88.618002173913	0.000214386953096195	0.00110909517068431	-0.363358117027342	0.0965769014529889	0.000299299000904285	0.00150815600455666	0.77735305128766	0.727019004136119	0.831171899095361	-0.388053317392833	0.106105550712968	0.000428903825211433	0.00282348458859287	0.678376173050955	0.610083852525266	0.75431308378089	TRUE	21	36	127.499038095238	123.220386111111	0.456611839006616	0.130946062302505	0.110841067382718	0.242532712886308	1.09501153109174	1.01403327533605	1.18245651537078	FALSE
PANTO-PWY: phosphopantothenate biosynthesis I	46	46	229.561134782609	301.726673913044	0.000214386953096195	0.00110909517068431	-0.221462070513453	0.0558135277400886	0.00014547628184047	0.000806354247915749	0.857695781162815	0.825147765352462	0.891527655910528	-0.246152730327963	0.0882298520017029	0.00643545928939147	0.0246004413138979	0.781802810806933	0.715779885100479	0.853915634832098	TRUE	21	36	380.30680952381	407.093944444445	0.60806693874459	-0.0104213890644316	0.0421773673465456	0.805762546714364	0.992802470729047	0.964197934014139	1.02225560864067	TRUE
PWY-6629: superpathway of L-tryptophan biosynthesis	46	46	534.491195652174	534.858934782609	0.000227973566736696	0.00116386505123471	0.0702116704406428	0.0194595600436894	0.000506363541744724	0.00223260288860174	1.0498707080617	1.03580477217098	1.0641276553841	0.0455219293147638	0.0744571964968265	0.54248669601948	0.687858947893981	1.04657395501199	0.971479349027066	1.12747331624331	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6609: adenine and adenosine salvage III	46	46	867.674630434783	845.900695652174	0.000249876595485779	0.00125911842920107	0.0972503545754202	0.0277256439352575	0.000707805389520588	0.00298509229493465	1.06973270524296	1.04937091616555	1.09048959051377	0.0725606000917029	0.0779434007991736	0.35437526559272	0.526810739655078	1.0752579648471	0.994631660605168	1.16241995580923	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
P108-PWY: pyruvate fermentation to propanoate I	46	46	19.0175591304348	38.8293173913044	0.00026555894696219	0.00128796089276662	-0.571844158130785	0.169435536968041	0.00109091482174451	0.00412087326299343	0.672756272378272	0.59820849576983	0.756594072509549	-0.596562176293737	0.1647786919609	0.000485819057129491	0.00311246032237073	0.550701600567801	0.467039768171535	0.649349955904722	TRUE	11	15	3.58579890909091	4.80253226666667	0.492584924520338	0.813734666721446	1.1357120178849	0.476715817110398	1.75775581440883	0.799972686987144	3.86226374143411	FALSE
PWY-702: L-methionine biosynthesis II	46	46	583.328152173913	541.217608695652	0.00026555894696219	0.00128796089276662	0.144413842992573	0.039012634819462	0.000368627393309077	0.00177658440209265	1.1052814938621	1.07579352307501	1.13557774282012	0.119724202895003	0.0833914322984358	0.154557257144933	0.280765245085768	1.12718593408886	1.03700087247946	1.22521413793018	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	46	46	66.8259826086957	123.109413043478	0.00026555894696219	0.00128796089276662	-0.44773505968525	0.120143232516765	0.000338427725813991	0.00168346099507473	0.733193011726608	0.674608175671012	0.796865516653469	-0.472429222389287	0.127874275316242	0.000377853690532219	0.00266558603502729	0.623485841394027	0.548645098294903	0.708535619158796	TRUE	10	19	10.34215	14.0519394736842	0.880951732957325	-0.435094276052094	1.27850135914139	0.734915083900995	0.739645419303015	0.304899220016105	1.7942825379056	TRUE
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	46	46	562.322565217391	556.866956521739	0.000282160388065228	0.00135158309344825	0.0816364462230699	0.0226015314693738	0.000499753009281734	0.00222878353564727	1.05821769435517	1.04176864061174	1.07492647118731	0.0569467127815107	0.0748461381979902	0.448735295087455	0.608773756971792	1.05859939907504	0.982259817762647	1.14087196427781	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-3001: superpathway of L-isoleucine biosynthesis I	46	46	546.998760869565	552.010152173913	0.000290821167714579	0.00135950136232839	0.063145033820356	0.0156025459142249	0.000109485144899228	0.000634033376431349	1.04474078515033	1.03350293649729	1.05610082914301	0.0384552779668831	0.0721953834958541	0.595584691018068	0.728980631277636	1.03920425199176	0.966822743873846	1.11700462592621	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
THRESYN-PWY: superpathway of L-threonine biosynthesis	46	46	571.497413043478	579.285739130435	0.000290821167714579	0.00135950136232839	0.0607630255211256	0.0151962716892602	0.000130374031263259	0.000733117741016588	1.04301725532991	1.03208854928153	1.05406168460377	0.0360732645581876	0.0715485443437252	0.615367747544702	0.734175577614106	1.0367317994058	0.965146592565864	1.11362650210657	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	34	37	8.60372958823529	1.98083097297297	0.000311244696400291	0.00143765407384896	0.65158148863158	0.760099955521598	0.393593977805784	0.510750713674395	1.57088926800331	0.927540082905695	2.66047056920438	1.51584833085599	0.150375451607323	3.35053746990812e-15	1.30000853832435e-12	4.5532821786576	3.91757515404335	5.29214572363286	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	44	46	10.7629815	20.6316352173913	0.000318304280309582	0.00145296542070727	-1.25566321218393	0.348601693559827	0.000516820034777854	0.00223969635231664	0.418800998725118	0.328903232938299	0.533270150512809	-0.896489379599661	0.201511615543228	2.51540350929121e-05	0.000361472800594441	0.407999479791484	0.333537160134395	0.499085545499778	TRUE	18	35	7.89086805555556	3.85687765714286	0.152371115061193	-0.507427260979926	0.656623751210413	0.442959619480702	0.703475819108718	0.446257706250958	1.10895166881977	TRUE
PWY-6748: nitrate reduction VII (denitrification)	36	46	1.90257980555556	3.08642702173913	0.000325150061721279	0.00146695609241693	-2.10635578187445	0.495687390036068	5.21935659188058e-05	0.000355282518885906	0.232232890732265	0.164705065178266	0.32744661179358	-0.50345285260753	0.194971248833834	0.0116410032564952	0.0364250747058077	0.60444001017215	0.497368488803877	0.734561465233824	TRUE	18	34	4.24875911111111	3.27890441176471	0.508011737731394	-0.42187137119464	0.690158512944814	0.543540891791919	0.746455741700565	0.462642630690714	1.2043770663457	TRUE
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	46	46	132.333430434783	108.610513043478	0.000337987169431716	0.00150734507746559	0.259464597775059	0.0793172441687536	0.00151887104975762	0.00545668488246257	1.19703438770294	1.13299960140124	1.26468828724319	0.234776341549568	0.105466195090586	0.0285057060794356	0.0768070413807014	1.26462589283271	1.13804302945249	1.40528838315748	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-3781: aerobic respiration I (cytochrome c)	13	1	0.860728384615385	0.044047	0.000415978227072796	0.00183408581936642	1.84262874260151	0.470257914734135	0.000173488391588535	0.000909641836977725	3.58662955091094	2.58895668444953	4.96876275015885	2.88141716040425	0.10175877694835	2.33368040363711e-12	4.52733998305599e-10	17.8395367592371	16.1135153642499	19.7504433135834	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7031: protein N-glycosylation (bacterial)	35	46	1.92456037142857	2.923891	0.000423778817558247	0.00184748518216404	-2.18776660798195	0.50651822225065	4.02138632588365e-05	0.000288944054526455	0.219490954683793	0.154503901010969	0.311812704227984	-0.406576972861737	0.170816356041863	0.0197132937565191	0.0575094584776646	0.665925835426011	0.561359741288605	0.789969756772854	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	46	46	152.832982608696	225.390660869565	0.000441384931686817	0.00190285948327206	-0.340558496157812	0.0840164496343911	0.000106992954799009	0.000628988885788111	0.789735530232303	0.745058212096931	0.837091917899908	-0.365250285911835	0.0997829343786221	0.00042425841307772	0.00282348458859287	0.694022924977701	0.628114238705598	0.76684747887138	TRUE	21	36	307.287714285714	376.106777777778	0.00399581835325566	-0.144851304271488	0.0477534804763853	0.00368733096335403	0.904472594961149	0.875024438316175	0.934911802703457	TRUE
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	45	46	18.0183436222222	29.6610732608696	0.000496233991661204	0.00211581086554447	-1.08823417027936	0.320291438695269	0.00101400967826028	0.00397409853702009	0.470336705108318	0.376696462681896	0.587254296462447	-0.912691263874446	0.241108351683805	0.000278046822860691	0.00199781791240645	0.401442381545681	0.315435954146614	0.510899228773911	TRUE	10	23	8.145658	12.0705426086957	0.322765191646457	-1.45563918817878	1.22915895169014	0.241404317771771	0.364593516572324	0.155523215758744	0.854717616775487	TRUE
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	46	46	115.372190869565	173.009504347826	0.000510906394319454	0.00215469218473857	-0.362118401768387	0.122505818521559	0.00397952783883458	0.0124520709795792	0.778021321840499	0.7146831996239	0.846972725197659	-0.386812265249584	0.120302966272891	0.00181023323787572	0.00900474995251	0.679218595891659	0.602230370562132	0.76604888022239	TRUE	21	36	134.680580952381	158.955155555556	0.0342164931935465	-0.099889933065903	0.103025638177416	0.336508520159447	0.933104177751117	0.868793026781541	1.00217586893169	TRUE
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	46	46	373.365765217391	328.265804347826	0.000525982393517363	0.00217107626260359	0.216562814210866	0.0638687373535439	0.00103685154934572	0.00399296886649868	1.16196194007404	1.11164340880048	1.21455813932053	0.19187350134157	0.0941512141331136	0.0444925811636371	0.106562478342538	1.21151725196416	1.10265652076322	1.33112535424073	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6317: D-galactose degradation I (Leloir pathway)	46	46	483.154391304348	455.564217391304	0.000525982393517363	0.00217107626260359	0.133743841512005	0.0339600497098961	0.000161650808876813	0.000859185121153469	1.09713711751759	1.07161285420296	1.12326933174957	0.109054230063199	0.0783383365771811	0.167324772679807	0.300564869443357	1.115222827306	1.0311924937608	1.20610066701367	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	18	35	0.807624055555556	1.1633248	0.00055471764731862	0.00220679370166661	-2.61988048019958	0.665170298952479	0.000161426322024036	0.000859185121153469	0.162681208666255	0.102589090165847	0.257972612977943	-0.210976771021648	0.156495589444653	0.183573283029246	0.323756517342489	0.809792877324019	0.692482466436604	0.946976329291289	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY66-430: myristate biosynthesis (mitochondria)	18	35	0.846591944444444	1.21899628571429	0.00055471764731862	0.00220679370166661	-2.63732937471068	0.669619590452762	0.000161490845499344	0.000859185121153469	0.160725486783041	0.101043682922704	0.255658556323674	-0.210913998058282	0.156431141415851	0.183524047664352	0.323756517342489	0.809843712018147	0.692570570347258	0.946974743045299	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	46	46	227.443830434783	298.647891304348	0.000557386038049813	0.00220679370166661	-0.184787797479194	0.0567454614790778	0.00159136594034816	0.00556261247617195	0.87977847089135	0.845845891380265	0.915072314864448	-0.209478201405492	0.0799251862415515	0.0102940542497037	0.0332841087407087	0.811007318060076	0.748710124063561	0.8784880139956	TRUE	21	36	307.789428571429	384.135611111111	0.00246684314929466	-0.172338955968686	0.0499429870370148	0.00108137259202475	0.887402820700325	0.857208497721961	0.918660708893622	TRUE
PWY-6612: superpathway of tetrahydrofolate biosynthesis	46	46	313.078136956522	266.35797826087	0.000557386038049813	0.00220679370166661	0.254069170176149	0.0752990557822058	0.00109394316002145	0.00412087326299343	1.19256604867342	1.13191852268121	1.25646303329296	0.229380106737038	0.102668597287219	0.0279481853049617	0.075898943061109	1.25782005403224	1.13508950794536	1.39382073153813	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7456: &beta;-(1,4)-mannan degradation	41	46	20.0379248780488	30.0304989130435	0.000589952010801561	0.0023121351534445	-1.66671051678467	0.485005868501288	0.000893848680092615	0.00361263841537432	0.314970688924642	0.225044718907596	0.440830317473029	-0.604975840229089	0.191284651572603	0.0021679397044825	0.0103846988313483	0.546087619832129	0.451012379072561	0.661205107378976	TRUE	20	35	47.4634285	28.9018245714286	0.00650106246276831	0.520677858538453	0.615914541486317	0.401565055950222	1.43462915842042	0.936118658843107	2.19861104438793	FALSE
PWY-5941: glycogen degradation II	46	46	675.139760869565	667.357630434783	0.00066238762752961	0.00257006399481489	0.0860304381910307	0.0239913936428829	0.00054552216960845	0.00232596265723163	1.06144560324818	1.04394017983814	1.07924456823721	0.0613406993519188	0.0745257992965135	0.412638067780398	0.582194801086525	1.06326110485397	0.986901442710275	1.14552895372267	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
VALSYN-PWY: L-valine biosynthesis	46	46	580.508782608696	573.089630434783	0.000742308800893498	0.00285164173016512	0.083412873747726	0.0227815467239634	0.000422857791264325	0.00197673280735612	1.05952150757502	1.04292204634131	1.07638517083055	0.0587231381775402	0.0750333439337676	0.435900454495635	0.601648995410688	1.06048159322556	0.983822085440958	1.14311441693866	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	46	46	65.0945760869565	118.10042826087	0.000763643153062739	0.00290483866067003	-0.4299699371424	0.12449565977	0.000844984314151922	0.00345109383043101	0.742277252715616	0.680909233935372	0.809176160990847	-0.454664068076392	0.131732850863977	0.000851318504285424	0.00485752323033448	0.634661135077348	0.556328173392324	0.724023653020383	TRUE	11	23	9.01204090909091	11.0117869565217	0.607660345304788	-0.923205630685236	1.22820104673517	0.455452323144857	0.527335990749938	0.225093035148562	1.23541471177321	TRUE
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	46	46	235.001457391304	166.904986956522	0.000785545646990119	0.00295914282555501	0.365411040169802	0.148657190268883	0.0158832644915943	0.0385169163921162	1.28824861386047	1.16211581243929	1.42807151692561	0.340717916071516	0.164060193482265	0.0406718965658401	0.0998778219464934	1.4059565871626	1.19322261007844	1.65661789199247	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	45	46	84.8341433333333	151.302073913043	0.000904072184247682	0.00330924535366133	-0.832790468876046	0.299748060909795	0.00665060807650569	0.0194017739374752	0.561442246690089	0.456112454650065	0.691095788231114	-0.619686944680641	0.162629905090546	0.000254948490284927	0.00186641536284059	0.538112870325389	0.457345182807477	0.633144224745717	TRUE	21	36	195.536131904762	322.624644444444	0.00125579051660021	-0.659026016650953	0.184219291553608	0.000733056854049514	0.633305706123615	0.557388325954429	0.719563181955701	TRUE
PWY-5484: glycolysis II (from fructose 6-phosphate)	46	46	411.370630434783	483.382695652174	0.000904072184247682	0.00330924535366133	-0.0857202233934895	0.0245918364970855	0.000760732428403297	0.00314004449170723	0.942313995715758	0.926387659385969	0.958514135551368	-0.110410223498458	0.0680227334414288	0.108057843660547	0.20653420364676	0.895466718450173	0.836580141890058	0.958498300043681	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-8073: lipid IVA biosynthesis (P. putida)	45	46	84.8341433333333	151.302073913043	0.000904072184247682	0.00330924535366133	-0.832790468876046	0.299748060909795	0.00665060807650569	0.0194017739374752	0.561442246690089	0.456112454650065	0.691095788231114	-0.619686944680641	0.162629905090546	0.000254948490284927	0.00186641536284059	0.538112870325389	0.457345182807477	0.633144224745717	TRUE	21	36	195.536131904762	322.624644444444	0.00125579051660021	-0.659026016650953	0.184219291553608	0.000733056854049514	0.633305706123615	0.557388325954429	0.719563181955701	TRUE
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	46	46	56.4192058695652	77.6213304347826	0.000955964461610942	0.00343439084356524	-0.310045798151957	0.109391001596405	0.00566980461549182	0.017053365820239	0.806616152898924	0.74771646140055	0.870155535828065	-0.334749583074854	0.119245005566016	0.00612576080275565	0.0240080322370625	0.715517241547394	0.635086169915974	0.806134580161506	TRUE	21	36	22.0890752380952	15.4531413888889	0.260619639615078	0.309386140952612	0.2309489461409	0.18587492359485	1.2391803231288	1.05587364147963	1.45431026299489	FALSE
PWY-6608: guanosine nucleotides degradation III	46	46	109.128663043478	161.354573913043	0.000955964461610942	0.00343439084356524	-0.344202678502996	0.094155548904337	0.000431175021319265	0.00199161795561756	0.787743211356687	0.737973937974707	0.840868945509854	-0.368895209563335	0.116096814071923	0.00203621634818054	0.0100006575075196	0.691497869017407	0.615702107809283	0.776624437030075	TRUE	21	36	226.361980952381	196.262525	0.180249408559475	0.256693512198986	0.149678257251966	0.0919808162057515	1.19473736650864	1.07699776422483	1.32534850335495	FALSE
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	46	46	101.608669565217	71.1580173913043	0.00103899481303523	0.00369844025190521	0.420572866688974	0.111502197483161	0.000289625327013975	0.00147861351159766	1.3384589257959	1.23890938323398	1.4460075291111	0.395888531690412	0.146034863338216	0.00803551951848266	0.0278373354747435	1.48570369944105	1.28383753687941	1.71931059742815	TRUE	20	36	20.529743	7.82385252777778	0.0549850367832997	0.450982351654892	0.476112181563535	0.347670649400318	1.3669707298224	0.982732157285207	1.90144279124151	TRUE
PWY-5667: CDP-diacylglycerol biosynthesis I	46	46	419.481391304348	508.774673913043	0.00106812215787309	0.00376755815686146	-0.118657517167158	0.0328273064925227	0.000495380747924023	0.00222878353564727	0.921044318895695	0.900323371596531	0.942242158909767	-0.143347576630847	0.0683585036240889	0.0387988417057706	0.0958850355531147	0.866452857786453	0.80920250321035	0.927753623830745	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
