pathway	N_GC	N_ChG	RA_GC	RA_ChG	P_wilcoxon	FDR_wilcoxon	Beta	SE	P_maaslin	FDR_maaslin	FC	FC_lower	FC_upper	Beta_ancombc	SE_ancombc	P_ancombc	FDR_ancombc	FC_ancombc	FC_lower_ancombc	FC_upper_ancombc	passed_ss_groupGC	N_GC_V	N_ChG_V	RA_GC_V	RA_ChG_V	P_wilcoxon_V	Beta_V	SE_V	P_maaslin_V	FC_V	FC_lower_V	FC_upper_V	Concordance
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	106	106	87.9538181132076	58.2273336415094	0.00108690464493904	0.00474198221199068	0.482694541387192	0.150955749057926	0.00159993892043237	0.00773303811542312	1.39735108249084	1.25852928940146	1.55148558256198	0.416449963372711	0.147895258984133	0.00532829756273168	0.0250176256993021	1.51656811547025	1.30807253238146	1.75829611273442	TRUE	50	50	80.6575648	59.536715	0.0656728791868366	0.385665370016177	0.208601910873833	0.067499977076821	1.30646218767759	1.13058029633002	1.50970563822127	TRUE
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	106	106	212.402416037736	150.689494339623	0.00115772932665549	0.00500667156176453	0.282875093640032	0.0880377590862477	0.00151979919534441	0.00747681901888683	1.21661702120804	1.14459509897168	1.29317081439795	0.216618292732639	0.101212954486639	0.0334899314201739	0.0938098647167372	1.24186998085894	1.12232826795721	1.37414435098002	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7664: oleate biosynthesis IV (anaerobic)	106	106	224.176894339623	161.005020754717	0.00125225550157541	0.00536836488936239	0.263364458978902	0.0858025351572097	0.00242768460445343	0.0105915797344738	1.20027456189367	1.13097098992554	1.27382491395636	0.197107342471704	0.0999948554507318	0.0500172716530265	0.119701528761855	1.21787476337706	1.10198432558333	1.34595284600405	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7761: NAD salvage pathway II (PNC IV cycle)	106	106	152.734579245283	116.834303773585	0.00128197325942592	0.00544838635256018	0.135535782929586	0.0621784276000946	0.0303851888205437	0.0692293915944724	1.09850069530689	1.05216236737782	1.14687981152286	0.0692775292274827	0.107111055789985	0.518479177701781	0.652066925017802	1.07173360527792	0.96287322036456	1.19290151225425	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
FASYN-ELONG-PWY: fatty acid elongation -- saturated	106	106	234.960901886792	169.346025471698	0.00135386392398896	0.00570474285920132	0.25468224734409	0.0837659657775687	0.00266321647536177	0.0113186700202875	1.19307294054307	1.12577325652417	1.26439585698714	0.188424961799119	0.0989666429758958	0.0582872356532701	0.133653986870057	1.20734648247952	1.09358175058812	1.33294609933985	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY0-862: (5Z)-dodecenoate biosynthesis I	106	106	211.626340566038	151.33030754717	0.00138579792353237	0.00578981674831743	0.275356825319475	0.0877797706139728	0.00195234903878291	0.0088303493222016	1.21029339705173	1.13884945936881	1.28621925830202	0.209100005327113	0.100985547038325	0.0396195718745174	0.106154613772484	1.23256825575857	1.11417526468271	1.36354176336553	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
ECASYN-PWY: enterobacterial common antigen biosynthesis	99	95	43.4689978888889	25.7009512	0.00140817988514637	0.0058338880956064	0.9633954349757	0.427253880128573	0.0251740597905708	0.0591247466767461	1.94989364393756	1.45008910623949	2.62196661316078	0.584732774393687	0.189830736955249	0.00237150611598215	0.0137547354726965	1.79451138216945	1.48423878396556	2.16964489509691	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	78	68	23.8313917948718	11.0133767058824	0.00163734197073944	0.00672674659645453	1.40630860692719	0.593014870685483	0.0186222057285677	0.0496910265886577	2.65058095928271	1.75721867408067	3.99812472137973	0.778240643163859	0.193358230183519	9.17823303420936e-05	0.00136450427179196	2.17763765157128	1.7947799304085	2.64216557205514	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY490-3: nitrate reduction VI (assimilatory)	20	39	0.7909551	0.897840325641026	0.00173602727497318	0.00707323509555187	-1.322559333409	0.415817803325596	0.00169201632653665	0.00809868008720941	0.399825021802263	0.299706621519691	0.533388442499518	-0.441438438973495	0.123759065685032	0.000740148227936222	0.00657201390527948	0.643110679965378	0.568247904065427	0.727836114707272	TRUE	20	29	1.9668475	1.54769472413793	0.118326146345138	-1.29387831318379	0.757673829470071	0.0908584693699624	0.4078531463565	0.241224418075168	0.689582714387819	TRUE
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	106	106	145.805684339623	100.598077075472	0.00178593116960338	0.00721691857880709	0.350685623212333	0.127093228984983	0.00630459025700751	0.0220437091964872	1.27516649065654	1.1676374544713	1.39259799577908	0.284432596641647	0.129431777347718	0.0290745131028656	0.086347800962125	1.32900773069659	1.1676589177606	1.51265195802105	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7731: superpathway of photosynthetic hydrogen production	41	59	1.41298961219512	3.30368181694915	0.00185422068927358	0.00743195772204776	-1.52553536958927	0.504068915562449	0.00278384774540468	0.0116024957253153	0.34735063272221	0.244922244571564	0.492615369680179	-0.69170431079612	0.162108005515435	4.57693362911223e-05	0.000902571311660932	0.500721955600615	0.425788593060726	0.588842634365139	TRUE	7	11	2.99848957142857	0.787382636363636	0.367825393493457	-0.451770100051182	0.562251601696804	0.423629455217308	0.731145226200135	0.495163987403521	1.07958849067028	TRUE
PWY-5971: palmitate biosynthesis (type II fatty acid synthase)	106	105	219.658070754717	158.768385714286	0.0019266856324995	0.00759884813457804	0.401492338522871	0.145016839044644	0.0061334532058096	0.0219115393511894	1.32087352945019	1.19455683752838	1.46054739798914	0.223888947014761	0.10114225905752	0.0279372683955176	0.0839821543840864	1.25093209197121	1.13059799058436	1.38407383681503	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	106	106	166.775431132076	119.655642169811	0.0019266856324995	0.00759884813457804	0.2094294718908	0.0563017582732435	0.000255924443373405	0.00188314553109087	1.15623085048803	1.11197759023572	1.20224525328508	0.143172351816355	0.107285217733547	0.183484507180696	0.309787198767408	1.15392866622975	1.03653884998058	1.28461308205835	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7391: isoprene biosynthesis II (engineered)	42	21	16.1456736428571	8.36070990476191	0.00196400924519386	0.00768457585619503	1.69242617010548	0.533160401044921	0.00172740195128044	0.00811056344744055	3.23199769705743	2.23343732336151	4.67701018717763	0.192304673929042	0.166656603772424	0.253043097794472	0.386223675581036	1.21203973762511	1.02597981201527	1.43184135630973	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	105	106	88.6501697238096	57.0032335660377	0.00201595606316901	0.00781457458232133	0.480851376120398	0.208450905542991	0.0220417748674765	0.0551603807597255	1.39556698788518	1.20781581657341	1.61250348848744	0.518559574043657	0.171761776266599	0.0028511736942819	0.0157935801267525	1.67960655753358	1.41453067520447	1.99435631730082	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-101: photosynthesis light reactions	41	59	0.98986976097561	2.4046018559322	0.00202893619987247	0.00781457458232133	-1.45668925462085	0.479928614920202	0.00270741907961781	0.0114081846688169	0.364328243516106	0.261228123738757	0.508119367561948	-0.682495206958759	0.164852525471762	7.3584515775929e-05	0.00124369699699074	0.50535445392322	0.428550055371545	0.595923675423688	TRUE	7	11	2.05104157142857	0.527122872727273	0.367825393493457	-0.418622337709896	0.532027581510245	0.433272303678085	0.748138697970118	0.517399326357657	1.08177858548953	TRUE
12DICHLORETHDEG-PWY: 1,2-dichloroethane degradation	40	20	1.336165925	0.90944587	0.00214971704475691	0.00821558529507872	1.31537300878789	0.414980045309041	0.0017537103686343	0.00815640765789348	2.48866666816408	1.86657433420594	3.31809008177842	0.308882155118521	0.128694859253376	0.0196205881860526	0.0658023807872376	1.36190186788219	1.19744161798395	1.5489495854201	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7269: mitochondrial NADPH production (yeast)	98	94	33.1233904183674	20.0445434361702	0.0022130484277137	0.00839256057586811	0.986996871074767	0.433829045620899	0.0239105882218885	0.0583560395712428	1.98205482783168	1.4673040224009	2.6773874265694	0.631385381625788	0.200126832322026	0.00186668906624583	0.0119500008164899	1.88021358912593	1.53919345591187	2.29678935234261	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	106	106	474.323235849057	455.397068867925	0.00223920619928465	0.00842577652518642	-0.102624599824184	0.0384514640184975	0.00820362273678138	0.027326932494819	0.931337129277957	0.906842515817472	0.956493363778605	-0.168883380690957	0.10889527134675	0.122436426940741	0.228874483050771	0.844607395173738	0.757464466175846	0.941775731848733	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7242: D-fructuronate degradation	106	106	70.1497771698113	74.8007769811321	0.00225598884650022	0.00842577652518642	-0.305548376958882	0.0885066495890983	0.000672131910947641	0.00380874749536997	0.809134601217349	0.760987664657724	0.860327746812595	-0.371815874315517	0.120428038266198	0.00229121190283439	0.0134472317630637	0.689481182032032	0.6112532552886	0.777720684942345	TRUE	50	50	83.5743720000001	105.7839	0.000251607297825976	-0.27200909897044	0.0750612624364429	0.000462356185348928	0.828165438140184	0.786178948620558	0.872394248323921	TRUE
PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	52	31	4.94903602307692	2.45511152903226	0.00228599687512391	0.00847365758974501	1.42106918013863	0.47142563761422	0.00289184679316311	0.0117824832151191	2.67783891865838	1.93139539455723	3.71276709807282	0.187367949881595	0.187094744330228	0.319586737775653	0.460536614499313	1.20607097708992	1.0002732428754	1.45420984929797	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
ORNDEG-PWY: superpathway of ornithine degradation	105	106	150.446000219048	88.8678647169812	0.0023070306498878	0.00848780679399019	0.451357960552175	0.203842655145129	0.0278872007270402	0.0642448128898637	1.36732667005796	1.18716075497148	1.57483492848171	0.491958979936579	0.168226969702916	0.00383216019580312	0.019476855428154	1.63551702881698	1.38227682143612	1.9351521417911	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	100	95	64.9069176	44.7671257368421	0.00235301182506312	0.00855183961065938	0.965318863260761	0.429019587447042	0.0254820908945461	0.0595387242228021	1.95249501269427	1.45024764421956	2.62867986015419	0.45431279724926	0.154545860490912	0.00368684683083709	0.018933494662528	1.57509060443635	1.34954424176482	1.83833203492413	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY0-781: aspartate superpathway	106	106	140.919385660377	100.011207641509	0.00235912816845776	0.00855183961065938	0.325952551883125	0.123164111061022	0.00874926997047155	0.0285654973208111	1.25349179426224	1.15092070604391	1.36520411009343	0.259699137000019	0.125914444559935	0.0403902634584711	0.106648218484077	1.29653994708136	1.14314666502705	1.47051632638753	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6936: seleno-amino acid biosynthesis (plants)	106	106	367.952320754717	286.668795283019	0.00265562752012158	0.00955638224394114	0.149111882920526	0.0414388552545984	0.000399407607443672	0.00269736918451685	1.10888663590307	1.07748891533312	1.14119927712135	0.0828536093943892	0.101533824427691	0.415413451947181	0.556518564700979	1.0863827606767	0.981493178826724	1.20248161490677	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5989: stearate biosynthesis II (bacteria and plants)	106	106	197.929787735849	145.572133018868	0.00267524415756278	0.00955721282375689	0.255588069689406	0.0808769649175005	0.00180929520948552	0.00825909757663299	1.1938222683233	1.12873835580294	1.26265896876585	0.189331264108549	0.0969592234291521	0.052185232186541	0.123689035903677	1.20844119938217	1.09677279027977	1.3314791771883	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7238: sucrose biosynthesis II	106	106	587.123339622642	596.622886792453	0.00292119636295047	0.0103607899779466	-0.165965519093513	0.053031323389374	0.00199946461754387	0.00896123687681025	0.891331798778217	0.859162635329163	0.924705454874481	-0.232224391854264	0.116427531884131	0.0473815093762022	0.117382332273707	0.792768212617344	0.705638703610346	0.890656132835291	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7345: superpathway of anaerobic sucrose degradation	106	106	236.458871698113	190.034278301887	0.0031417338859443	0.0110633914697896	0.091545150449797	0.0470083898437781	0.0528173737329197	0.107799241975815	1.06551075134527	1.03135196614985	1.10080088902201	0.0252867555683997	0.0824398705900548	0.759353051321526	0.85275866583488	1.02560917750383	0.944449448897203	1.11374323549906	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY1G-0: mycothiol biosynthesis	73	54	2.08127831506849	1.24622367037037	0.00320810614681394	0.0112169952509168	1.4904030286792	0.503863871835623	0.003451845663578	0.0139488517388849	2.80967454745487	1.98142609426136	3.98413601470135	0.209333863731495	0.152886893992205	0.173389589480094	0.300757255923905	1.23285653591121	1.05807050355779	1.43651602896798	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	106	106	125.910247169811	90.3304518867925	0.00330502848345016	0.0114745002981756	0.207441225625827	0.0731562013575561	0.00502124332412499	0.0191897128588653	1.15463849157614	1.09754875202815	1.21469779248132	0.141184120275926	0.0965552963918562	0.145178553550516	0.258386378701821	1.15163666812664	1.04563967139813	1.2683786314271	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PENTOSE-P-PWY: pentose phosphate pathway	106	106	278.018168867925	215.462756603774	0.00335308376111571	0.0115599321274828	0.113272350942239	0.048335750840288	0.0200411414063068	0.0520014879647855	1.08167894279098	1.04603897011813	1.11853321788315	0.0470139984750303	0.0931064724882363	0.614124305028855	0.738447030193233	1.04813668129212	0.954953649711058	1.15041238179724	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	89	73	23.4181127303371	19.1706089726027	0.00355005514266749	0.012118937330411	1.68038482432767	0.569829868166313	0.00355005477061864	0.0142202459469047	3.20513433355005	2.15928691818287	4.75753639296181	0.344511683378178	0.201511854452062	0.0892720503247032	0.188081712863584	1.41130058983934	1.15372960429299	1.72637448798191	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	103	105	85.6407138543689	53.8731176666667	0.00356439333247383	0.012118937330411	0.344430578984623	0.271291158291662	0.205633158104356	0.302618349090887	1.26964976230193	1.05200343891535	1.53232438153947	0.483010795708755	0.170126676279175	0.00497689792868262	0.0238214629013644	1.6209474041937	1.36736307103392	1.92156022260828	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	106	100	135.589361603774	96.7586492	0.0036026714677857	0.0121651851617695	1.03864053602197	0.290192335019014	0.000428110058828824	0.0028141101200348	2.05429096488506	1.67998482446927	2.5119937435992	0.341849071084647	0.131126859721101	0.00980812392331006	0.0391885431092757	1.40754784181258	1.23456935808468	1.60476275716488	TRUE	50	48	139.7539548	119.750503541667	0.24121596864077	0.759740066464033	0.384328730438577	0.0508747137979306	1.69318553228302	1.29720935760033	2.21003435562312	TRUE
PWY-621: sucrose degradation III (sucrose invertase)	106	106	199.02539245283	148.529147169811	0.00365502206068851	0.0122579991559145	0.14686818661072	0.0486166898163254	0.00283274118685196	0.0116378450426501	1.10716342268208	1.07047529201173	1.14510895643509	0.0806100805500165	0.096403159138716	0.404005908243774	0.548691219736035	1.08394816168483	0.984330978139133	1.19364689653589	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	106	106	175.81120754717	182.062691603774	0.0037610343563774	0.0125283103898247	-0.231564985649111	0.101936993929838	0.0241211191959754	0.0585157193906476	0.851710484420002	0.793607750458585	0.914067117983383	-0.297821629705518	0.150859952325968	0.0496744431871591	0.119701528761855	0.742433756065557	0.638469366448622	0.863327061737687	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	106	106	254.610281132075	246.606939622641	0.00403840062592897	0.0133619564334428	-0.107962640960306	0.0494321492029399	0.0300655446921629	0.0689409931778433	0.927897504356514	0.896642761868021	0.960241709638401	-0.174221676236792	0.0859275854997697	0.0438705939869959	0.112063227127404	0.840110644449089	0.770936505893618	0.915491599530059	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5695: inosine 5'-phosphate degradation	106	106	412.175047169811	389.331641509434	0.0041544526166557	0.0135638750994123	-0.0857403703129915	0.0269868889776569	0.00171166749805827	0.00811056344744055	0.942300836599575	0.924838101725927	0.960093301734875	-0.151999163299036	0.0961835979931417	0.115542653344165	0.226041778169339	0.858988999457747	0.780217336718313	0.945713542194481	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	106	106	131.464408490566	94.7886104716981	0.0041544526166557	0.0135638750994123	0.286915665938999	0.0948623509345385	0.00280060241645543	0.0116024957253153	1.2200291902631	1.14238846319982	1.30294665347446	0.22066024689907	0.105285417669239	0.0372953818714907	0.101890199349145	1.24689972054314	1.12229402734826	1.38534009377572	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-4702: phytate degradation I	23	8	0.75147252173913	1.73711325	0.00428129834688517	0.01386770159687	0.885674244028626	0.313657722299371	0.00520421736270053	0.0194369633319042	1.8476279092595	1.48660000886205	2.29633315668266	-0.397170957441472	0.10386558390276	0.000643962047332337	0.00610525556413157	0.672219094952228	0.605902291328463	0.745794360057019	TRUE	6	1	1.77556883333333	0.546275	0.0552397108542563	0.641415700533339	0.335287535707975	0.0586630990429816	1.55985908084818	1.2363850928928	1.96796319050694	TRUE
P164-PWY: purine nucleobases degradation I (anaerobic)	106	106	81.6062162264151	85.2296519811321	0.00430376946109757	0.01386770159687	-0.260823781980092	0.0885194038261368	0.00357669472092531	0.0142202459469047	0.834611218536748	0.784941375963734	0.887424089795437	-0.32708823467342	0.125583190726488	0.00985675323641012	0.0391885431092757	0.721020121244897	0.635927048778168	0.817499454125836	TRUE	50	50	84.1830916	86.173622	0.63430695215619	-0.0179397807460817	0.123655943874237	0.884947099473442	0.987642085561762	0.906515928693196	1.07602840534633	TRUE
PWY-1501: mandelate degradation I	23	8	0.867413826086957	1.04010325	0.00469120999377152	0.0150052113453198	0.94239817001658	0.334927887178382	0.00536208267781939	0.019875990677932	1.92172003105119	1.52358530982577	2.4238930724304	-0.388206290548948	0.0976251267248516	0.000426410459138253	0.00447277353947146	0.678272407643593	0.615185508222287	0.747828830201253	TRUE	5	7	0.537625	0.971300571428571	0.482474180501637	-0.328757275930771	0.44722633433102	0.464032503895037	0.79622204669782	0.583990331691522	1.08558226608201	FALSE
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	92	82	70.3397057608696	46.4233082926829	0.00472705801876669	0.0150052113453198	1.40778363500573	0.580100983113442	0.0160767223152044	0.0450330914852032	2.65329232971203	1.77483222362327	3.96654967900956	0.424792271922287	0.17024916200392	0.0135342093702651	0.0501681595454188	1.52927271378517	1.28987215642807	1.81310606750684	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5497: purine nucleobases degradation II (anaerobic)	106	106	58.1442904716981	61.8742816037736	0.00474809933036488	0.0150052113453198	-0.242598231456136	0.0923239648209897	0.00923126385039232	0.0293613746983446	0.84522173298949	0.792826892160675	0.901079144743459	-0.308862704538841	0.116844502866785	0.00882774745229917	0.0359675991238305	0.734281576633644	0.653307597746662	0.825291846663427	TRUE	50	50	61.4165284	77.48848	0.0120953424839753	-0.336054001982478	0.138833971779591	0.0173387046010831	0.792205157083736	0.719522659253509	0.872229668988019	TRUE
PWY-5103: L-isoleucine biosynthesis III	106	106	445.221613207547	417.25708490566	0.00488246376790499	0.0153315582011284	-0.0845035264186933	0.0296665126690258	0.00483012798304962	0.0187500243751454	0.943109031496862	0.923913671610599	0.962703196869487	-0.150762301019591	0.102251383025246	0.141863933550766	0.254882840893039	0.860052107873452	0.776457256675126	0.952646938255172	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
P221-PWY: octane oxidation	103	101	27.1958999708738	13.3391910346535	0.00514252481595064	0.0160459793307827	0.682219336304714	0.317718950520006	0.0329200073193403	0.0731061423803367	1.60460626620898	1.28743570535397	1.99991444920289	0.462719746748821	0.198485583827769	0.0207260860514294	0.0685769155929845	1.58838812909544	1.30243314214504	1.93712580478113	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7616: methanol oxidation to carbon dioxide	102	94	6.43343760588235	4.12046244680851	0.00522388462381944	0.0161973277958678	0.962589072673743	0.335759702422092	0.00456739788590254	0.0178708504583329	1.94880409877538	1.54416762431717	2.45947224614498	0.316828540103889	0.161536238621535	0.051269491509381	0.122105600551328	1.37276717722807	1.16799931914534	1.61343392242185	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	106	104	113.399300764151	75.7115194134616	0.00534322251210693	0.0164638043654295	0.706172651776851	0.253183297302456	0.00577003247550274	0.0209163677236974	1.63147021808188	1.36887371225035	1.9444416593496	0.443089655407744	0.19887869287607	0.0269555203883483	0.0830566971965982	1.55751196745276	1.27661361972467	1.90021749045867	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7094: fatty acid salvage	101	93	40.831580980198	29.9724453548387	0.00561201497001396	0.0171318125945157	1.08274031769315	0.427817082443464	0.0121113996024313	0.036187393963628	2.11805538919538	1.57453217120163	2.84920099681159	0.334171499669852	0.205353776382919	0.105314078547518	0.211056263105391	1.39678267080139	1.13748276864802	1.71519242596525	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5420: catechol degradation II (meta-cleavage pathway)	28	12	1.16082832857143	0.763630833333333	0.00562952056858326	0.0171318125945157	1.02679194207956	0.366004131579573	0.0054973128465311	0.0202251883085062	2.03748853612253	1.58094569290151	2.62587105519844	0.0245832573979632	0.114447216584526	0.83107190475423	0.898505370710165	1.02488791705632	0.914055525670591	1.14915911892489	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5419: catechol degradation to 2-hydroxypentadienoate II	28	12	0.695642410714286	0.450958033333333	0.00568645175701098	0.0171989000994259	0.946642604023961	0.338515612428735	0.0056463206410269	0.0206195264890834	1.92738208979983	1.52427899736523	2.43708778150347	0.0262226150792242	0.115351163718773	0.821386913283859	0.897042277373638	1.02656945287832	0.914727978979047	1.15208550060873	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
CALVIN-PWY: Calvin-Benson-Bassham cycle	106	106	469.541132075472	439.898933962264	0.00608745530666002	0.0182994845498987	-0.0702678965553551	0.0276233924622062	0.0116851995731142	0.0357729181057276	0.952461117457701	0.934397753634341	0.97087367423593	-0.136526644125245	0.0993981848183818	0.171051387186744	0.297979978385389	0.872383076066022	0.789840044811823	0.963552350131517	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	106	106	104.999205188679	75.9045652830189	0.00617099020296526	0.0184381707276477	0.214823848011548	0.0924641544659991	0.0211187811143052	0.0533926107146281	1.16056220195316	1.08851379671915	1.23737946975226	0.148567295852131	0.111054158582326	0.182411384221253	0.309787198767408	1.16017086983474	1.03822563644254	1.29643923244385	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY0-1337: oleate &beta;-oxidation	100	92	43.9192498	31.3349797173913	0.00636228094071056	0.018895207854038	1.09002967143125	0.444958417678042	0.0151150472224433	0.0428085921074876	2.12878414645523	1.56381652021281	2.89786038427476	0.337351954050951	0.199961577364062	0.0932282710576859	0.193267542476023	1.40123214629245	1.14727593088966	1.71140305042466	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7942: 5-oxo-L-proline metabolism	102	97	55.1111353235294	35.4809097628866	0.00664291372193844	0.0195281530632735	0.904837437549411	0.387492652373864	0.0204816458838805	0.0523184011437985	1.87233350899617	1.43131854549398	2.44923310743524	0.383248733334275	0.173011203428834	0.0278942977196176	0.0839821543840864	1.46704288715931	1.23397113019477	1.74413710345477	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	101	101	73.1365863069307	44.3930445940594	0.00666882381201079	0.0195281530632735	0.576197680403613	0.368923801043655	0.119832841043876	0.201630002165975	1.49091466033737	1.15450456636786	1.92535100264008	0.529119495147069	0.195718275455041	0.00745251993169341	0.0325140913834058	1.69743704886435	1.39570717134773	2.06439616705205	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	106	106	467.653396226415	469.064412264151	0.0066942350257469	0.0195281530632735	-0.126364791125729	0.0506633166958759	0.0133951683744992	0.0390758462049002	0.916136966544383	0.884523202124342	0.948880639256718	-0.192623589257736	0.115957251558673	0.098173431532644	0.199997941097494	0.82479237642669	0.734488573143181	0.926198839691101	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5840: superpathway of menaquinol-7 biosynthesis	106	105	101.022354811321	74.6317977142857	0.00683112788279039	0.0196944213228986	0.422524971311241	0.158714695530656	0.00836490223571707	0.0276771597463659	1.34027121479088	1.20064552404262	1.49613428212244	0.252478943860336	0.118952573510599	0.0349711711839714	0.0968583561443703	1.28721239214554	1.14285140312894	1.44980855600008	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
RHAMCAT-PWY: L-rhamnose degradation I	106	106	174.628145283019	171.494695283019	0.00683112788279039	0.0196944213228986	-0.148087998373233	0.0582091818609752	0.0116760037617192	0.0357729181057276	0.902445680365465	0.866759001748379	0.939601670553762	-0.214347395694033	0.104244309144241	0.0409995959051762	0.107514897772616	0.807067964381422	0.727172389671416	0.895741791606112	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5918: superpathway of heme b biosynthesis from glutamate	106	106	95.950262264151	68.2505609433962	0.00725702666407525	0.0208006636359831	0.370011386293773	0.135707947278861	0.00694139263932672	0.0237646289665838	1.29236303041405	1.17633864110678	1.41983111326646	0.303762881444322	0.13393422458995	0.0243465021202597	0.0764511181228538	1.35494773474567	1.18510177485699	1.54913561252067	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY5F9-12: biphenyl degradation	36	19	3.95027572222222	2.45304494736842	0.00731855352398191	0.0208124160467305	1.27151305911955	0.463395480036855	0.00659660625709463	0.0228889494753713	2.41414621871479	1.75092535330655	3.32858391383093	0.221514528884007	0.12385251086747	0.079405945801484	0.169468100779791	1.24796537963329	1.10259006654834	1.41250827121885	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	106	106	406.013283018868	394.689830188679	0.00735484744455452	0.0208124160467305	-0.130956388608162	0.0516158319420646	0.0119025096263747	0.0357801051573337	0.913225855602594	0.881130603060973	0.946490180279642	-0.197215280940506	0.118347868626733	0.0971239282999529	0.198680898970443	0.821013865648821	0.729378009680302	0.924162448883086	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
